,ness_ID,Cincerta_transcript_ID,PID,aligned_sites,k0,k4,diffs0,sites0,diffs4,sites4,gene,transcript,SFS0,SFS4,pi0,pi4,chlamynet_connectivity,between_centrality
17,26907072,g11935.t1,0.07,2310,0.025356457915361348,0.21290658324766365,37,1484,81,437,Cre12.g502200,Cre12.g502200.t1.2,"[1255, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[347, 16, 1, 4, 4, 3, 2, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.000254782369060061,0.022084623323013416,1,0.0
18,26895951,g14114.t1,0.13,3266,0.05491751561098792,0.46557923331979373,112,2115,248,715,Cre09.g398550,Cre09.g398550.t1.2,"[2123, 6, 2, 2, 1, 0, 6, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[677, 17, 2, 8, 0, 0, 4, 10, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0029858575877076605,0.02102321388325445,11,37141.282380000004
19,26899797,g7811.t1,0.16,5522,0.11932562280123125,0.3584662176986068,386,3499,379,1330,Cre02.g103400,Cre02.g103400.t1.2,"[3020, 18, 11, 12, 15, 9, 10, 3, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[944, 48, 16, 17, 19, 27, 23, 14, 10, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.008704072074347723,0.049805206562815785,20,36659.11554
20,26896403,g3635.t1,0.06,1961,0.03374882723060321,0.18582859965342147,43,1303,53,322,Cre17.g705500,Cre17.g705500.t1.3,"[1240, 3, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[322, 8, 1, 3, 3, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0011487741163881285,0.013456362937331797,5,44492.66401
21,26896068,g13008.t1,0.16,801,0.11200896641423988,0.44444144617314474,54,519,56,167,g9968,g9968.t1,"[768, 6, 1, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[218, 10, 2, 1, 0, 7, 1, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0024278777492145105,0.032144005143040826,42,2330.680496
22,26904497,g13313.t1,0.1,785,0.03681720764739272,0.35670803810619306,18,501,44,155,Cre10.g437100,Cre10.g437100.t1.1,"[641, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[193, 9, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0014670470871527145,0.008915540326162827,43,2717.1901789999997
23,26906664,g4773.t1,0.05,2024,0.0044809692666657715,0.2334584197863475,6,1343,65,324,Cre12.g536550,Cre12.g536550.t1.2,"[1348, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[309, 3, 0, 0, 8, 3, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.017114127702362997,2,16880.0
24,26891208,g15172.t1,0.23,2181,0.18476834148073326,0.5764088985331177,226,1380,216,537,Cre14.g631800,Cre14.g631800.t1.2,"[1057, 28, 1, 1, 0, 0, 8, 5, 10, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[357, 17, 1, 0, 0, 0, 4, 9, 15, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.01547740580373382,0.0429920116194626,14,45572.91357
25,26890618,g12702.t1,0.24,2090,0.21169850574150528,0.49671689415003,249,1350,170,468,g11587,g11587.t1,"[1468, 15, 16, 13, 7, 12, 8, 9, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[464, 11, 13, 16, 3, 11, 5, 5, 10, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.017655055153634757,0.0500246753090432,1,0.0
26,26891906,g3836.t1,0.16,9334,0.10256532473491256,0.41447524536316716,586,6113,712,2236,Cre16.g680150,Cre16.g680150.t1.3,"[5167, 66, 22, 34, 13, 20, 30, 16, 9, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1710, 60, 14, 41, 26, 20, 19, 27, 17, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.011831523191680637,0.03777224684163311,2,44.02426129
27,26900926,g16872.t1,0.16,5440,0.11058622103832863,0.4229762639506985,361,3511,397,1228,g1873,g1873.t1,"[2949, 14, 34, 6, 11, 5, 5, 13, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[900, 28, 42, 10, 14, 21, 14, 9, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.00872750109147531,0.040401189266493547,70,2696.8043620000003
28,26891220,g10244.t1,0.17,1419,0.13707091040139302,0.395322240473688,114,910,110,358,Cre14.g609300,Cre14.g609300.t1.2,"[761, 10, 3, 5, 3, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[258, 14, 5, 5, 5, 6, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.00792462871492957,0.0386692023520668,5,76.36932211
29,26896596,g3524.t1,0.04,1173,0.0012847968880709837,0.189542159413473,1,779,34,203,Cre17.g710150,Cre17.g710150.t1.2,"[773, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[177, 1, 1, 2, 6, 4, 6, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.046013071895424834,17,10594.009240000001
30,26903195,g6454.t1,0.3,3121,0.32905985450564623,0.6007349140223706,533,2001,279,675,Cre01.g023950,Cre01.g023950.t1.3,"[2057, 26, 6, 8, 10, 2, 8, 1, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[656, 25, 4, 0, 3, 4, 5, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.00891041906958862,0.015458775045919462,192,13698.59392
31,26900895,g8453.t1,0.09,619,0.00979605763261286,0.4862224607959452,4,411,39,109,Cre02.g079200,Cre02.g079200.t1.2,"[413, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[107, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.00796197266785502,4,2240.820629
32,26905925,g4186.t1,0.25,3806,0.2096490510673924,0.630900210389314,447,2444,372,872,Cre04.g227000,Cre04.g227000.t1.3,"[2202, 36, 18, 6, 2, 3, 14, 4, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[698, 34, 9, 8, 8, 6, 10, 11, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.00993521134800354,0.032779270760757775,9,119873.1396
33,26893810,g4468.t1,0.12,2117,0.06190635153395047,0.3196197745132481,82,1380,108,415,Cre06.g264100,Cre06.g264100.t1.3,"[1451, 3, 1, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[415, 9, 5, 4, 2, 7, 2, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.001567910691806995,0.024241103848946986,6,1875.229894
34,26893833,g540.t1,0.11,6122,0.0609786202904802,0.3136032445214482,227,3876,346,1350,Cre06.g281200,Cre06.g281200.t1.3,"[3735, 35, 13, 9, 9, 7, 11, 12, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1187, 53, 17, 9, 14, 9, 22, 17, 9, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.008593844337978057,0.03376906318082789,157,26666.54506
35,26895712,g13885.t1,0.15,1168,0.09622220543713986,0.3998330014165692,68,753,75,242,Cre09.g412250,Cre09.g412250.t1.3,"[615, 2, 4, 0, 3, 3, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[158, 10, 11, 1, 3, 1, 3, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.00783276273472352,0.047896241830065356,1,0.0
36,26889525,g10301.t1,0.25,2128,0.21582189951326572,0.5833931009567298,259,1381,208,513,Cre07.g346750,Cre07.g346750.t1.3,"[1117, 45, 16, 5, 7, 2, 8, 2, 6, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[364, 23, 13, 11, 6, 0, 5, 4, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.018343866472208717,0.04438119333755008,1,0.0
37,26902437,g11143.t1,0.22,921,0.17298503461302386,0.559459024595187,93,602,69,175,Cre03.g158450,Cre03.g158450.t1.2,"[12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,244,13547.2984
38,26893079,g2229.t1,0.12,1074,0.06816138761108413,0.37387022168836437,46,706,58,197,Cre06.g259000,Cre06.g259000.t1.2,"[768, 1, 4, 1, 1, 0, 0, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[221, 1, 2, 4, 3, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.005312552371375901,0.016550253864063506,252,3815.131508
39,26891969,g1045.t1,0.09,1275,0.04786900434530536,0.2952924676736108,39,841,62,254,Cre16.g662600,Cre16.g662600.t1.2,"[848, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[235, 6, 7, 3, 1, 3, 0, 1, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0010906046711673311,0.027903469079939673,1,0.0
40,26898847,g9014.t1,0.08,1002,0.019868711585232256,0.332869481985458,13,663,50,186,Cre13.g602350,Cre13.g602350.t1.2,"[660, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[180, 4, 1, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0007207313942696917,0.010742594910304546,11,6889.940036
41,26893189,g17584.t1,0.14,2353,0.08400379378237115,0.4056558266676655,120,1510,167,533,g6242,g6242.t1,"[1454, 13, 2, 4, 2, 5, 2, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[414, 21, 16, 9, 10, 10, 7, 7, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.00566008670583834,0.04953906445207191,6,15869.04909
42,26903085,g6272.t1,0.05,3120,0.01370348072949064,0.16355905563356068,28,2062,82,558,Cre01.g015250,Cre01.g015250.t1.1,"[2121, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[542, 7, 0, 2, 10, 8, 3, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.00022474054781278186,0.020617737835875092,32,4029.418444
43,26890283,g3785.t1,0.1,2876,0.05456951571182124,0.33182737577110055,100,1900,181,675,Cre11.g477950,Cre11.g477950.t1.3,"[757, 0, 0, 1, 2, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[224, 6, 2, 6, 9, 1, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0026246719160104987,0.03395061728395062,8,420751.4992
44,26891833,g15657.t1,0.08,668,0.030073419694126205,0.32648855344338423,13,441,27,102,Cre16.g678100,Cre16.g678100.t1.2,"[441, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[96, 2, 0, 1, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.019928232731000896,41,6354.34921
45,26902751,g5673.t1,0.18,1924,0.1254755112197559,0.4554035630694153,142,1229,142,416,Cre03.g165850,Cre03.g165850.t1.2,"[1081, 16, 17, 3, 8, 4, 5, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[307, 17, 13, 10, 4, 7, 5, 3, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.013427983964528985,0.04852499558381911,23,160088.0091
46,26893145,g11395.t1,0.09,874,0.04271616969560429,0.27516962499144365,24,578,41,178,Cre06.g308750,Cre06.g308750.t1.2,"[655, 3, 5, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[194, 3, 2, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.003489114944223303,0.007543979449159431,2,165.07767080000002
47,26894433,g17704.t1,0.12,2771,0.0758455203937531,0.3167041698184093,131,1816,155,600,g6372,g6372.t1,"[1820, 8, 0, 5, 7, 4, 6, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[553, 17, 1, 8, 13, 2, 10, 4, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.006500713492944348,0.03244555151050648,4,5.2276396510000005
48,26905138,g13388.t1,0.08,739,0.024744512365761667,0.3258394837360626,12,493,37,140,Cre10.g432850,Cre10.g432850.t1.2,"[492, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[127, 9, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.00022537750732476897,0.01514082851365966,2,8441.0
49,26901120,g2554.t1,0.26,10917,0.2281049624121925,0.560577778803573,1387,7052,1051,2662,g4396,g4396.t1,"[5334, 144, 87, 51, 59, 17, 27, 16, 20, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1833, 78, 62, 38, 36, 27, 13, 20, 13, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.019334329784469213,0.03840562300949284,5,0.0
50,26888692,g11645.t1,0.11,4802,0.056572387058728225,0.31120788904703106,165,3028,297,1166,Cre08.g367250,Cre08.g367250.t1.2,"[2574, 21, 3, 1, 5, 4, 5, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[882, 29, 8, 2, 23, 14, 18, 12, 12, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.004664255927647882,0.041609591274966405,26,794.7637102000001
51,26904981,g13230.t1,0.04,1508,0.009259376866724534,0.161255107440861,9,978,37,255,Cre10.g441400,Cre10.g441400.t1.2,"[975, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[241, 8, 3, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.00021429336762027212,0.010893246187363833,25,1851.510009
52,26891486,g744.t1,0.16,1076,0.08765725130808541,0.4020277823343652,57,689,75,241,Cre16.g648000,Cre16.g648000.t1.2,"[693, 1, 3, 3, 1, 0, 1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[217, 5, 5, 5, 1, 2, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.005720113104343392,0.026253179095906146,3,16881.0
53,26896065,g8770.t1,0.13,3851,0.06272939025314296,0.38759510033532707,149,2476,260,859,g9789,g9789.t1,"[1996, 10, 2, 10, 18, 2, 5, 2, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[563, 20, 12, 22, 27, 13, 9, 7, 13, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.008227379493464053,0.06068822482899031,3,16.2199364
54,26899934,g7776.t1,0.14,825,0.09956115375829946,0.3432782454056881,51,547,46,167,Cre02.g104850,Cre02.g104850.t1.2,"[618, 1, 5, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[186, 3, 3, 0, 0, 0, 0, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.004829107863952375,0.01784944096081749,9,68748.96978
55,26893866,g17639.t1,0.07,1370,0.01571913826563264,0.25534520834937635,14,900,58,268,g6306,g6306.t1,"[897, 3, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[258, 1, 3, 1, 1, 0, 1, 2, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0019687461547926665,0.018353712948894194,7,74.92639095
56,26908213,g4683.t1,0.24,2956,0.20039796853624936,0.6200089298883509,338,1922,297,704,g13107,g13107.t1,"[1321, 35, 0, 14, 9, 9, 4, 1, 9, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[420, 21, 0, 12, 7, 11, 7, 1, 8, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.018034202317290554,0.04527045992221019,2,8441.0
57,26898453,g1932.t1,0.25,3354,0.2335245401254073,0.5092836858738563,422,2103,295,798,g13937,g13937.t1,"[2039, 42, 3, 13, 3, 1, 16, 9, 20, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[718, 14, 3, 14, 7, 0, 12, 1, 12, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.018071577263265064,0.03108519985715591,146,9989.183602
58,26897443,g11481.t1,0.09,2479,0.042076041812772635,0.2948584677900928,66,1613,118,484,Cre17.g697650,Cre17.g697650.t1.2,"[1016, 7, 1, 1, 2, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[276, 12, 3, 5, 7, 3, 3, 2, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.00379097646171304,0.03898816910730537,174,46759.28392
59,26908066,g10119.t1,0.1,633,0.06737694805611881,0.28235817842618405,27,419,28,119,Cre12.g547050,Cre12.g547050.t1.2,"[617, 1, 0, 10, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[165, 3, 0, 3, 4, 0, 1, 6, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.006794899682006982,0.03921568627450981,154,14831.370469999998
60,26896915,g3312.t1,0.06,1314,0.008203206779040108,0.26515312288154985,7,858,44,197,Cre17.g721250,Cre17.g721250.t1.2,"[852, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[186, 3, 2, 3, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.01716511520433089,7,16416.22388
61,26898062,g6963.t1,0.3,3010,0.2893085230278344,0.7094323762629122,458,1908,317,691,g5479,g5479.t1,"[4267, 100, 60, 39, 65, 22, 54, 28, 34, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1433, 52, 26, 29, 30, 5, 25, 20, 14, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.02742748789717,0.04033818155764133,10,4599.155131
62,26888003,g13685.t1,0.22,3521,0.18274646957887744,0.5253847368166631,374,2306,326,863,Cre08.g374750,Cre08.g374750.t1.3,"[1521, 23, 11, 10, 9, 8, 12, 8, 10, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[480, 15, 10, 13, 15, 12, 18, 6, 7, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.019813986200540822,0.06029101335410386,4,11.56492735
63,26888033,g13581.t1,0.03,467,0.0030927878878965307,0.14561701083071812,1,324,9,68,Cre08.g379650,Cre08.g379650.t1.2,"[510, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[125, 1, 4, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0006497725795971411,0.01891984864121087,52,101642.3967
64,26902826,g5585.t1,0.1,1813,0.04553484568034409,0.24581709283563605,52,1177,83,396,Cre03.g169750,Cre03.g169750.t1.2,"[1165, 8, 2, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[345, 14, 7, 5, 3, 3, 1, 5, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0022526271402732003,0.03215753655414055,2,8441.0
