,ness_ID,Cincerta_transcript_ID,PID,aligned_sites,k0,k4,diffs0,sites0,diffs4,sites4,gene,transcript,SFS0,SFS4,pi0,pi4,max_connectivity,BetweennessCentrality
14,26902067,g5240.t1,0.1,1356,0.04722251818443477,0.2635484151284164,40,874,66,297,Cre03.g185300,Cre03.g185300.t1.2,"[967, 2, 1, 7, 5, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[310, 5, 2, 9, 3, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.005413411977257027,0.0172975534624726,5,0.000386
15,26892348,g1054.t1,0.05,1226,0.016920457342554658,0.12963210962955812,13,777,30,252,Cre16.g663100,Cre16.g663100.t1.1,"[774, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[230, 15, 1, 0, 2, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.000555177025765261,0.018077601410934743,5,0.000539
16,26900579,g7722.t1,0.04,1034,0.013294291949331205,0.12904879247007414,9,683,23,194,Cre02.g107300,Cre02.g107300.t1.2,"[680, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[188, 2, 3, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0010909195303304337,0.010704281712685074,5,0.00169769
17,26900565,g8240.t1,0.07,461,0.0032858760116722327,0.3284252878959888,1,305,25,94,Cre02.g088850,Cre02.g088850.t1.2,"[434, 2, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[131, 0, 2, 0, 4, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.003669043374925728,0.021065500540743878,6,0.001175
18,26900775,g9598.t1,0.08,1629,0.018964347921504903,0.2979763481017525,20,1068,75,305,Cre02.g094300,Cre02.g094300.t1.2,"[1061, 6, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[274, 13, 1, 0, 7, 9, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0010220068052189666,0.027900996464159434,4,0.00124713
19,26890015,g8607.t1,0.13,3064,0.07213243230999053,0.37298392844945094,135,1963,216,735,Cre07.g352400,Cre07.g352400.t1.2,"[1384, 12, 7, 6, 8, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[411, 28, 24, 13, 7, 0, 6, 5, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0073672945402100875,0.0469648937419279,4,0.00102239
20,26890015,g8607.t1,0.13,3064,0.07213243230999053,0.37298392844945094,135,1963,216,735,Cre07.g352400,Cre07.g352400.t1.2,"[1384, 12, 7, 6, 8, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[411, 28, 24, 13, 7, 0, 6, 5, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0073672945402100875,0.0469648937419279,4,0.00039
21,26890015,g8607.t1,0.13,3064,0.07213243230999053,0.37298392844945094,135,1963,216,735,Cre07.g352400,Cre07.g352400.t1.2,"[1384, 12, 7, 6, 8, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[411, 28, 24, 13, 7, 0, 6, 5, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0073672945402100875,0.0469648937419279,4,0.00103117
22,26890015,g8607.t1,0.13,3064,0.07213243230999053,0.37298392844945094,135,1963,216,735,Cre07.g352400,Cre07.g352400.t1.2,"[1384, 12, 7, 6, 8, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[411, 28, 24, 13, 7, 0, 6, 5, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0073672945402100875,0.0469648937419279,4,0.000212
23,26907308,g7244.t1,0.08,941,0.027750717311226282,0.29097896299548537,17,624,41,170,Cre12.g558450,Cre12.g558450.t1.2,"[622, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[150, 6, 4, 1, 1, 0, 1, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.03104575163398693,5,0.00105367
24,26907308,g7244.t1,0.08,941,0.027750717311226282,0.29097896299548537,17,624,41,170,Cre12.g558450,Cre12.g558450.t1.2,"[622, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[150, 6, 4, 1, 1, 0, 1, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.03104575163398693,5,0.00104954
25,26906572,g11784.t1,0.06,1387,0.026999540895242903,0.18384184352473873,24,905,45,276,Cre12.g514750,Cre12.g514750.t1.2,"[685, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[197, 6, 2, 2, 2, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0007336267840469523,0.025110199118407055,6,0.00180109
26,26895965,g13791.t1,0.06,926,0.011488189605127687,0.2795064639638801,7,614,42,180,Cre09.g415850,Cre09.g415850.t1.2,"[614, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[175, 0, 0, 1, 1, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.011292665214233841,5,0.000129
27,26892632,g15766.t1,0.05,781,0.021584223412532556,0.19253988513586046,11,517,27,159,Cre16.g672650,Cre16.g672650.t1.2,"[539, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[159, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0027266530334014993,4,0.000399
28,26892632,g15766.t1,0.05,781,0.021584223412532556,0.19253988513586046,11,517,27,159,Cre16.g672650,Cre16.g672650.t1.2,"[539, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[159, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0027266530334014993,4,0.00023500000000000002
29,26892632,g15766.t1,0.05,781,0.021584223412532556,0.19253988513586046,11,517,27,159,Cre16.g672650,Cre16.g672650.t1.2,"[539, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[159, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0027266530334014993,4,0.000293
30,26892632,g15766.t1,0.05,781,0.021584223412532556,0.19253988513586046,11,517,27,159,Cre16.g672650,Cre16.g672650.t1.2,"[539, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[159, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0027266530334014993,4,0.00020800000000000001
31,26892632,g15766.t1,0.05,781,0.021584223412532556,0.19253988513586046,11,517,27,159,Cre16.g672650,Cre16.g672650.t1.2,"[539, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[159, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0027266530334014993,4,0.00013000000000000002
32,26892632,g15766.t1,0.05,781,0.021584223412532556,0.19253988513586046,11,517,27,159,Cre16.g672650,Cre16.g672650.t1.2,"[539, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[159, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0027266530334014993,4,0.000176
33,26892632,g15766.t1,0.05,781,0.021584223412532556,0.19253988513586046,11,517,27,159,Cre16.g672650,Cre16.g672650.t1.2,"[539, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[159, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0027266530334014993,4,0.000213
34,26892632,g15766.t1,0.05,781,0.021584223412532556,0.19253988513586046,11,517,27,159,Cre16.g672650,Cre16.g672650.t1.2,"[539, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[159, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0027266530334014993,4,0.000175
35,26892632,g15766.t1,0.05,781,0.021584223412532556,0.19253988513586046,11,517,27,159,Cre16.g672650,Cre16.g672650.t1.2,"[539, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[159, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0027266530334014993,4,0.000322
36,26892632,g15766.t1,0.05,781,0.021584223412532556,0.19253988513586046,11,517,27,159,Cre16.g672650,Cre16.g672650.t1.2,"[539, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[159, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0027266530334014993,4,0.000319
37,26906791,g12202.t1,0.13,1896,0.06635550529408048,0.36935736382334555,79,1244,112,384,Cre12.g488000,Cre12.g488000.t1.2,"[1221, 3, 1, 0, 1, 1, 1, 4, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[361, 3, 1, 1, 0, 3, 8, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.004785625145419549,0.022122985319782365,4,0.000373
38,26906791,g12202.t1,0.13,1896,0.06635550529408048,0.36935736382334555,79,1244,112,384,Cre12.g488000,Cre12.g488000.t1.2,"[1221, 3, 1, 0, 1, 1, 1, 4, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[361, 3, 1, 1, 0, 3, 8, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.004785625145419549,0.022122985319782365,4,0.00044800000000000005
39,26906791,g12202.t1,0.13,1896,0.06635550529408048,0.36935736382334555,79,1244,112,384,Cre12.g488000,Cre12.g488000.t1.2,"[1221, 3, 1, 0, 1, 1, 1, 4, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[361, 3, 1, 1, 0, 3, 8, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.004785625145419549,0.022122985319782365,4,0.000295
40,26906338,g12071.t1,0.16,1746,0.11342322729294264,0.3670328102688803,120,1140,119,410,Cre12.g508550,Cre12.g508550.t1.3,"[939, 5, 0, 2, 4, 1, 2, 4, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[295, 9, 1, 2, 7, 6, 4, 5, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.007340162342309186,0.03733981004284896,5,0.000305
41,26906338,g12071.t1,0.16,1746,0.11342322729294264,0.3670328102688803,120,1140,119,410,Cre12.g508550,Cre12.g508550.t1.3,"[939, 5, 0, 2, 4, 1, 2, 4, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[295, 9, 1, 2, 7, 6, 4, 5, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.007340162342309186,0.03733981004284896,5,0.00103938
42,26900457,g8150.t1,0.06,1579,0.009566456231344509,0.24427068778135191,10,1052,59,283,Cre02.g092900,Cre02.g092900.t1.2,"[1050, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[273, 3, 3, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0001057194206575748,0.008268089332317144,9,0.0005690000000000001
43,26900457,g8150.t1,0.06,1579,0.009566456231344509,0.24427068778135191,10,1052,59,283,Cre02.g092900,Cre02.g092900.t1.2,"[1050, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[273, 3, 3, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0001057194206575748,0.008268089332317144,9,0.00104173
44,26900457,g8150.t1,0.06,1579,0.009566456231344509,0.24427068778135191,10,1052,59,283,Cre02.g092900,Cre02.g092900.t1.2,"[1050, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[273, 3, 3, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0001057194206575748,0.008268089332317144,9,0.00293699
45,26900457,g8150.t1,0.06,1579,0.009566456231344509,0.24427068778135191,10,1052,59,283,Cre02.g092900,Cre02.g092900.t1.2,"[1050, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[273, 3, 3, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0001057194206575748,0.008268089332317144,9,0.00165597
46,26900457,g8150.t1,0.06,1579,0.009566456231344509,0.24427068778135191,10,1052,59,283,Cre02.g092900,Cre02.g092900.t1.2,"[1050, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[273, 3, 3, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0001057194206575748,0.008268089332317144,9,0.00207214
47,26891993,g15706.t1,0.09,1640,0.029836128095289405,0.306321054929116,32,1094,85,338,Cre16.g675650,Cre16.g675650.t1.2,"[1089, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[292, 28, 7, 5, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0002036867298095529,0.02368068889276779,6,0.000188
48,26891993,g15706.t1,0.09,1640,0.029836128095289405,0.306321054929116,32,1094,85,338,Cre16.g675650,Cre16.g675650.t1.2,"[1089, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[292, 28, 7, 5, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0002036867298095529,0.02368068889276779,6,0.000618
49,26893281,g440.t1,0.06,912,0.00665192830558483,0.2659087632606806,4,604,45,201,Cre06.g286250,Cre06.g286250.t1.2,"[608, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[172, 9, 4, 1, 1, 3, 1, 2, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.001650058930676096,0.03729139710029528,4,0.000594
50,26889791,g10460.t2,0.11,1979,0.057154956607982366,0.2827392275897218,70,1272,106,450,Cre07.g339554,Cre07.g339554.t1.2,"[990, 0, 4, 0, 1, 2, 3, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[323, 2, 1, 6, 2, 3, 1, 2, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.005494362419602635,0.024097755044046605,4,0.00323074
51,26889791,g10460.t2,0.11,1979,0.057154956607982366,0.2827392275897218,70,1272,106,450,Cre07.g339554,Cre07.g339554.t1.2,"[990, 0, 4, 0, 1, 2, 3, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[323, 2, 1, 6, 2, 3, 1, 2, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.005494362419602635,0.024097755044046605,4,0.00121201
52,26907926,g4633.t1,0.11,1756,0.048125431851845764,0.33491827650576905,53,1137,104,385,Cre12.g530550,Cre12.g530550.t1.3,"[1094, 3, 0, 1, 2, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[342, 16, 0, 4, 7, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.002559863473948056,0.020151045225954546,5,0.00113999
53,26907926,g4633.t1,0.11,1756,0.048125431851845764,0.33491827650576905,53,1137,104,385,Cre12.g530550,Cre12.g530550.t1.3,"[1094, 3, 0, 1, 2, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[342, 16, 0, 4, 7, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.002559863473948056,0.020151045225954546,5,0.0009369999999999999
54,26896878,g14363.t1,0.1,343,0.02139945452667825,0.370407049089163,5,237,19,65,Cre17.g700100,Cre17.g700100.t1.3,"[229, 2, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[54, 4, 1, 1, 3, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.004544306993183539,0.04645550527903469,2,0.0005139999999999999
55,26903043,g14850.t1,0.07,7760,0.044653638457951984,0.1798339588640564,221,5098,252,1576,Cre01.g053450,Cre01.g053450.t1.3,"[4933, 2, 16, 2, 0, 1, 3, 5, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1423, 5, 48, 4, 1, 6, 13, 8, 13, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0024504871379020516,0.021128030712942208,4,6.83e-06
56,26903043,g14850.t1,0.07,7760,0.044653638457951984,0.1798339588640564,221,5098,252,1576,Cre01.g053450,Cre01.g053450.t1.3,"[4933, 2, 16, 2, 0, 1, 3, 5, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1423, 5, 48, 4, 1, 6, 13, 8, 13, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0024504871379020516,0.021128030712942208,4,0.000102
57,26904165,g9830.t1,0.04,2063,0.0014433490141408062,0.16030331477050014,2,1387,56,388,Cre01.g042750,Cre01.g042750.t1.2,"[1629, 3, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[442, 6, 6, 4, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0006879944960440316,0.009484921951426993,2,1.56e-06
58,26899904,g7618.t1,0.12,1309,0.05289076131766077,0.3093992064984426,43,842,72,284,Cre02.g112000,Cre02.g112000.t1.3,"[925, 9, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[280, 16, 5, 6, 4, 1, 1, 6, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.002396978691974302,0.034328996396066215,5,0.000205
59,26899904,g7618.t1,0.12,1309,0.05289076131766077,0.3093992064984426,43,842,72,284,Cre02.g112000,Cre02.g112000.t1.3,"[925, 9, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[280, 16, 5, 6, 4, 1, 1, 6, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.002396978691974302,0.034328996396066215,5,0.000323
60,26899904,g7618.t1,0.12,1309,0.05289076131766077,0.3093992064984426,43,842,72,284,Cre02.g112000,Cre02.g112000.t1.3,"[925, 9, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[280, 16, 5, 6, 4, 1, 1, 6, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.002396978691974302,0.034328996396066215,5,0.000434
61,26899904,g7618.t1,0.12,1309,0.05289076131766077,0.3093992064984426,43,842,72,284,Cre02.g112000,Cre02.g112000.t1.3,"[925, 9, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[280, 16, 5, 6, 4, 1, 1, 6, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.002396978691974302,0.034328996396066215,5,0.00186525
62,26899904,g7618.t1,0.12,1309,0.05289076131766077,0.3093992064984426,43,842,72,284,Cre02.g112000,Cre02.g112000.t1.3,"[925, 9, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[280, 16, 5, 6, 4, 1, 1, 6, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.002396978691974302,0.034328996396066215,5,0.000258
63,26899904,g7618.t1,0.12,1309,0.05289076131766077,0.3093992064984426,43,842,72,284,Cre02.g112000,Cre02.g112000.t1.3,"[925, 9, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[280, 16, 5, 6, 4, 1, 1, 6, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.002396978691974302,0.034328996396066215,5,0.0012331
64,26899904,g7618.t1,0.12,1309,0.05289076131766077,0.3093992064984426,43,842,72,284,Cre02.g112000,Cre02.g112000.t1.3,"[925, 9, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[280, 16, 5, 6, 4, 1, 1, 6, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.002396978691974302,0.034328996396066215,5,0.000148
